título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;coleção
"""Chico Juba""";;Gustavo Gaiovota;Rubem Filho;Identidade, relações étnico-raciais, ancestralidade africana;Chico é corajoso feito um leão e tem a imaginação do tamanho de sua juba! Ele é um grande inventor de xampus que pretende solucionar as incríveis reviravoltas de suas mechas. Essa não é uma tarefa fácil e Chico não poupará nenhuma de suas mirabolantes receitas. Seus esforços o levarão à incrível descoberta de que podemos brilhar sendo quem somos: o segredo é cuidar das raízes.;;Mazza Edições;1ª;2011;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/293891?guid=1720726568671&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720726568671%26quantidadePaginas%3d1%26codigoRegistro%3d293891%23293891&i=1;pt-BR;;infantojuvenil;23;;GAIVOTA, Gustavo. Chico Juba. Belo Horizonte: Mazza, 2011.;https://m.media-amazon.com/images/I/71yR-TUjrCL._SY425_.jpg;Afro-brasileira
"""Carolina Maria de Jesus""";;Adriana de Almeida Navarro;Gabriela Emmerich;Carolina Maria de Jesus, identidade ,relações étnico-raciais, ancestralidade, racismo;Carolina Maria de Jesus deixou alguns legados que sempre serão lembrados: o talento para a escrita e a força para sobreviver a cada dia da forma que podia. Neste belíssimo livro ilustrado conhecemos um pouco sobre uma grande mulher.;coleção vidas que inspiram;Ciranda Cultural;1ª;2022;Físico;;https://www.cirandacultural.com.br/produto/livro-carolina-maria-de-jesus-74227;pt-BR;;infantojuvenil;32;;NAVARRO, Adriana de Almeida. Carolina Maria de Jesus. São Paulo: Ciranda Cultural, 2022.;https://cirandacultural.fbitsstatic.net/img/p/livro-carolina-maria-de-jesus-74227/260755.jpg?w=520&h=520&v=no-change&qs=ignore;Afro-brasileira
"""Muzunga""";;Elisabete da Cruz;Rebeca Silva Santos;Identidade, memória afetiva, saudades, diversidade ;Por que mudamos? O que levamos em uma mudança? O que deixamos? O que vamos encontrar? O que podemos reconstruir? Essas e tantas outras perguntas acompanharam Muzunga quando foi morar em um país tão distante e diferente do seu. E numa saudade imensa, o menino se derramou, pois levava consigo memórias de um outro tempo, de outro território. Histórias da sua vida que, ao chegar nesse novo lugar, toma outra dimensão, pois os modos de viver, as pessoas...são tão diferentes. Como lidar com tudo isso? Muzunga é um menino esperto que aprendeu com as histórias de seu povoado a carregar consigo a coragem de permitir novos encontros e de escutar tudo ao seu redor. Esta é uma história de muitos encontros.;;Ciranda Cultural;1ª;2024;Físico;;https://www.cirandacultural.com.br/produto/livro-muzunga-75070;pt-BR;;infantojuvenil;32;;CRUZ, Elisabete da. Muzunga. São Paulo: Ciranda Cultural, 2024.;https://cirandacultural.fbitsstatic.net/img/p/livro-muzunga-75070/261598.jpg?w=520&h=520&v=202406171602&qs=ignore;Afro-brasileira
"""Foi ele que escreveu a ventania""";;Rosana Rios;Mauricio Negro;Identidade, relações étnico-raciais, família, escola;Tui saía de casa debaixo do sol escaldante. A caminho da escola, se depara com um poema pixado no muro. Ele o copia e logo se lembra do velho livro de poesia no caixote de sua classe. O seu preferido. À noite, fica sabendo pela TV que o poeta do livro havia morrido. Abalado, sonha com o poeta e deseja um dia ser como ele, um fazedor de versos capaz de inventar o frescor e a ventania...;;Pulo do Gato;1ª;2017;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1694677?guid=1720728172245&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720728172245%26quantidadePaginas%3d1%26codigoRegistro%3d1694677%231694677&i=1;pt-BR;;infantojuvenil;43;;RIOS, Rosana. Foi ele que escreveu a ventania. São Paulo: Pulo do Gato, 2017.;https://www.editorapulodogato.com.br/capas_imgs/64_i.png;Afro-brasileira
"""Betina""";;Nilma Lino Gomes ;Denise Nascimento;Identidade, relações étnico-raciais, ancestralidade africana;A lição do penteado, Betina aprendeu da amorosa avó e a avó aprendeu com a mãe dela que aprendeu com outra mãe que tinha aprendido com uma tia. Só que Betina foi além e espalhou a lição para filhas e filhos, mães e avós que não eram os dela. Ela abriu um salão de beleza diferente e ficou conhecida em vários lugares do país. Mas Nilma Lino Gomes tem muitos detalhes deliciosos dessa linda história.;;Mazza Edições;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/231998?guid=1720728919255&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720728919255%26quantidadePaginas%3d1%26codigoRegistro%3d231998%23231998&i=2;pt-BR;;infantojuvenil;22;;GOMES, Nilma Lino. Betina. Belo Horizonte: Mazza, 2009.;https://m.media-amazon.com/images/I/61xLLP5rLBL._SL1313_.jpg;Afro-brasileira
""" Da cor que eu sou""";;Andressa Reis;Stefania Magalhães;Identidade, relações étnico-raciais, ancestralidade africana, diversidade;Maria sempre soube que as pessoas existem no mundo em diversos tamanhos, formas e cores. Por isso estranhou quando sua melhor amiga, Júlia, lhe presenteou com um desenho um tanto quanto estranho. O livro Da cor que eu sou celebra a diversidade. Uma obra para ensinar nossos filhos a enxergar os outros como eles realmente são. E com todo o amor, respeito e admiração que isso requer. Com ilustrações cativantes e palavras afetuosas, pequenos leitores poderão mergulhar no universo da diversidade e perceber a beleza que existe nas nossas diferenças. Um livro que aborda um tema tão importante e urgente de uma maneira lúdica, leve e de leitura envolvente.;;Editora Matrescência;1ª;2021;Físico;;https://editoramatrescencia.com/products/da-cor-que-eu-sou;pt-BR;;infantojuvenil;36;;REIS, Andressa. Da cor que eu sou. Paraná: Editora Matrescência, 2021.;https://editoramatrescencia.com/cdn/shop/products/image_44a68033-af79-4703-8722-b158d49793c0.jpg?crop=center&height=75&v=1634632730&width=75;Afro-brasileira
"""Cora e o dedo""";;Kelly Silvestre;Gabriela Emmerich;Saúde, hábito, respeito, empatia;Um livro para auxiliar famílias com crianças que chupam o dedo ou roem unhas. O desenvolvimento infantil é marcado por diferentes fases. Cada uma delas apresenta surpresas, obstáculos, alegrias e muito aprendizado, tanto para os pais quanto para os filhos. Para atravessarem algumas dessas etapas de maneira saudável e segura, as crianças precisam do apoio e da participação de seus familiares, assim como dos adultos que convivem com elas. Parar de chupar o dedinho, de roer as unhas ou de chupar chupeta é um processo importante da infância, uma quebra de hábito que requer paciência e incentivo. A história de Cora foi criada para facilitar essa jornada, com o amor, o respeito e a empatia que o momento exige. Com um olhar proativo, porém acolhedor, este livro nasceu da vontade e da necessidade de encorajar crianças e informar famílias sobre esse momento de transição, que pode ser bastante desafiador. Cores e ilustrações divertidas, texto adorável, e ideias e estratégias fáceis de serem colocadas em prática fazem desse livro um verdadeiro presente. Para os pequenos, ele traz a inspiração e a coragem necessárias para seguir em frente. Para os pais, cuidadores e profissionais da área da saúde, ele fornece informação e apoio capazes de ampliar o olhar sobre o tema e direcionar novas condutas.;;Editora Matrescência;1ª;2020;Físico;;https://editoramatrescencia.com/products/cora-e-o-dedo;pt-BR;;infantil;50;;SILVESTRE, Kelly. Cora e o dedo. Paraná: Editora Matrescência, 2020.;https://editoramatrescencia.com/cdn/shop/products/Livro_Cora02.jpg?crop=center&height=75&v=1605658908&width=75;Afro-brasileira
"""O pente penteia""";;Olegário Alfredo;Não consta;Identidade, relações étnico-raciais;Nessas rimas, ficamos com a pulga atrás da orelha com tantas indagações sobre o pente. Da sua lida nas cabeças e os muitos tipos de cabelo. Cabelo embaraçado, cabelo do galã. Será que ele penteia? A lã do carneiro, a juba do leão. O pente penteia? O autor nos indaga sobre o pente e também nos leva a buscar as respostas. O que o pente penteia? Algumas respostas ele nos da?, outras ele nos deixa a pensar. Será que o pente penteia o cabelo do milho? E milho tem cabelo pra pentear!? E o cabelo do índio na aldeia? Existe pente por lá? Pois sim! São tantas perguntas... Nisso, paramos e vemos os detalhes do cotidiano e no mundo ao nosso redor.;; Penninha Edições;1ª;2015;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1662715?guid=1720736084085&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720736084085%26quantidadePaginas%3d1%26codigoRegistro%3d1662715%231662715&i=2;pt-BR;;infantojuvenil;19;;Alfredo, Olegário, 1954- O pente penteia. [Belo Horizonte] : Penninha Edições, 2015.;https://m.media-amazon.com/images/I/61qqSbMc4nL._SX342_SY445_.jpg;Afro-brasileira
"""Menino Benjamim""";;Ótavio Junior;Isabela Santos;Palhaço Benjamin, circo, biografia;Primeiro palhaço negro do Brasil, Benjamim de Oliveira foi um dos criadores do circo-teatro no país. Grande artista, deu os passos iniciais para modernizar o ofício das artes cênicas. Esquecido pelos brasileiros, sua memória passou a ser reavivada a partir dos anos 1990.;;Yellowfante;1ª;2022;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1792890?guid=1720738355966&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720738355966%26quantidadePaginas%3d1%26codigoRegistro%3d1792890%231792890&i=1;pt-BR;;infantojuvenil;41;;OTÁVIO JUNIOR. Menino Benjamim. Belo Horizonte: Yellowfante, 2022.;https://m.media-amazon.com/images/I/51ulOAiB3wL._SX342_SY445_.jpg;Afro-brasileira
"""O menino e a sua árvore""";;Rodrigo França;Vanessa Ferreira;Identidade, relações étnico-raciais, ancestralidade africana;Sol é um menino alegre e muito especial, porque sua bisavó é uma árvore de 150 anos! Seus colegas de escola não entendem isso e fazem piada, mas ele sabe que é preciso ter raízes fortes para crescer bem, dar bons frutos e uma sombra doce e agradável.;;Nova Fronteira;1ª;2024;Físico;;https://www.novafronteira.com.br/o-menino-e-sua-arvore;pt-BR;;infantojuvenil;40;;FRANÇA, Rodrigo. O menino e a sua árvore. Rio de janeiro: Nova Fronteira, 2024.;https://m.media-amazon.com/images/I/51HonnE74SL._SY425_.jpg;Afro-brasileira
"""A bailarina que pintava suas sapatilhas""";;Ingrid Silva;Monge Lua;Identidade, relações étnico-raciais, infância, balé;"Em A bailarina que pintava suas sapatilhas, Ingrid Silva traz um texto cheio de afeto e representatividade. Ela divide com os pequenos leitores sua história no balé, desde a infância no subúrbio carioca até sua experiência na Dance Theatre of Harlem, de Nova York, quando se torna mundialmente conhecida. Ingrid conta como enfrentou preconceitos raciais e sociais e inspira as crianças a se descobrirem através de sua trajetória.A autora também explica o motivo de ter passado anos pintando suas sapatilhas na cor de sua pele: ""As sapatilhas de balé foram criadas pensando apenas em pessoas de pele clara, por isso aquele tom rosinha. Para mim, tinha que ter o tom da minha pele. Assim, passei a pintar as sapatilhas de marrom, pois não encontrava um par dessa cor para comprar em lugar nenhum"".";;Globinho;1ª;2023;Físico;‎ 9786588150528;https://globolivros.globo.com/livros/a-bailarina-que-pintava-suas-sapatilhas;pt-BR;;infantil;32;;SILVA, Ingrid. A bailarina que pintava suas sapatilhas. Rio de Janeiro, 2023.;http://s3.amazonaws.com/cdn.globolivros.com.br/livros/2661/medium_2661.jpg?1671632469;Afro-brasileira
"""Mãos""";;Kiusam de Oliveira;Natália Gregorini;Identidade, relações étnico-raciais, auto-estima, afeto;Orion é um menino alegre, inteligente e muito amado pelos pais Paulo e Pedro. As mãos deles o encheram de carinho desde o primeiro abraço em um orfanato. Em todas as situações, eram essas mãos que o orientavam e o apoiavam. Um dia, a professora de Orion, dona Glorinha, sugeriu aos alunos que fizessem um trabalho escolar, e ele, animado, escolheu as mãos para tema de sua pesquisa. Porém, antes da apresentação, o menino foi surpreendido por comentários maldosos sobre sua família. Foi nesse momento que ele precisou encontrar, dentro de si, todo o amor e afeto recebido pelas mãos de seus pais e pela professora para construir sua confiança, autoestima e superar o preconceito.;;Companhia das Letrinhas;1ª;2024;Físico;;https://www.companhiadasletras.com.br/livro/9786554850339/maos;pt-BR;;infantojuvenil;40;;OLIVEIRA, Kiusam de. Mãos. São Paulo: Companhia das Letrinhas, 2024.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786554850339/maos.jpg;Afro-brasileira
"""O quintal das irmãs""";;Waldete Tristão;Rodrigo Andrade;Identidade, relações étnico-raciais, ancestralidade africana, memória afetiva;No quintal, a diversão não tinha hora para acabar. Para as irmãs, a fantasia e a curiosidade tomavam conta do lugar, que se tornava pequeno se comparado ao que a imaginação delas podia alcançar.Ali, um mundo fantástico se revelava na intimidade, no dia a dia, na simplicidade e na grandiosidade das infâncias. No quintal das irmãs, as memórias foram costuradas e os afetos floresceram. E ainda florescem!;Selo Pequena Zahar;Companhia das Letrinhas;1ª;2024;Físico;;https://www.companhiadasletras.com.br/livro/9788567100500/o-quintal-das-irmas;pt-BR;;infantil;32;;TRISTÃO, Waldete. O quintal das irmãs. São Paulo: Pequena Zahar, 2024.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788567100500/o-quintal-das-irmas.jpg;Afro-brasileira
"""Do arco e flecha ao berimbau""";;Rui Rosa;Camilo Martins;Identidade, berimbau, música, ancestralidade africana;O nosso mundo nasceu das primeiras civilizações africanas. E foi assim também com os instrumentos de corda, que vieram do arco musical africano, que tem mais de 30 mil anos. Muito tempo para sabermos ao certo sua origem, mas dizem que está ligada ao arco e flecha do caçador. Contar essa história para as crianças é fazer vibrar nossa ancestralidade que sempre tocará em nossos corações: do arco e flecha ao arco musical, do arco musical ao berimbau. Do arco e flecha ao berimbau!;;Pallas Mini;1ª;2022;Físico;;https://pallaseditora.com.br/produto/do-arco-e-flecha-ao-berimbau/;pt-BR;;infantil;40;;ROSA, Rui. Do arco e flecha ao berimbau.  Rio de Janeiro: Pallas Mini, 2022.;https://pallaseditora.com.br/wp-content/uploads/2024/09/9786586983272-300x375.jpg;Afro-brasileira
"""Aqui e aqui""";;Caio Zero;Caio Zero;Suspense, fantasia;Um menino está diante de um grande enigma: toda noite, ele vai dormir na própria cama, mas acorda em um quarto na casa da vizinha.Ele então dá início a uma investigação - seria um portal mágico entre as casas? Ou extraterrestres que o carregavam durante a madrugada?;;Companhia das Letrinhas;1ª;2023;Físico;;https://www.companhiadasletras.com.br/livro/9786554850094/aqui-e-aqui;pt-BR;;infantojuvenil;64;;ZERO, Caio. Aqui e aqui. São Paulo: Companhia das Letrinhas, 2023.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9786554850094/aqui-e-aqui.jpg;Afro-brasileira
"""Manual de penteados para crianças negras""";;Joana Gabriela Mendes,Mari Santos;Flávia Borges;Identidade, penteados, beleza negra, autocuidado;Neste guia de penteados, leitores de todas as idades vão aprender tudo sobre o cuidado com os cabelos cacheados e crespos. Afinal, é possível estilizá-los das mais diferentes (e divertidas) maneiras, sejam os fios curtos ou longos.Mas este também é um livro para exaltar a beleza de todas as pessoas negras. Por isso, além dos penteados, os leitores vão encontrar a origem de cada um deles e curiosidades sobre o cuidado com o cabelo ao longo da história, como informações sobre o movimento Black Power, o que é afrofuturismo, quem foi o grupo dos Panteras Negras (cujo nome inspirou o super-herói), entre tantas outras.;;Companhia das Letrinhas;1ª;2022;Físico;;https://www.companhiadasletras.com.br/livro/9788574069975/manual-de-penteados-para-criancas-negras;pt-BR;;infantojuvenil;80;;MENDES, Joana Gabriela, SANTOS, Mari. Manual de penteados para crianças negras. São Paulo: Companhia das Letrinhas, 2022.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574069975/manual-de-penteados-para-criancas-negras.jpg;Afro-brasileira
"""Histórias sopradas em vento""";;Fábio Monteiro;Anelise Zimmermann;Identidade, relações étnico-raciais, brincadeiras, memória;Este livro narra o encontro com várias histórias, narrativas de vidas reais ou imaginárias. Histórias cheias de personagens curiosos e surpreendentes. Histórias costuradas com a sensibilidade poética do autor, entrelaçando emoções diversas, o enamoramento, as descobertas e o aprendizado. Histórias narradas na palavra e no silêncio. Nas memórias. Uma história por vez, cada história, um novo desejo. O autor escreve para libertar as histórias presas dentro dos livros, porque o livro proporciona bons encontros com o outro que é igual e que é diferente. Porque os livros ensinam a sonhar e a ter boas conversas. Papel solto no ar cheio de memórias, risos, chão, cheiros, dores, alegrias e brincadeiras, que segue de mão em mão, feito vento soprado na leitura de cada leitor. Indicado para os anos iniciais do Ensino Fundamental 3º ano e 4º ano.;;Paulinas ;1ª;2018;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1721224?guid=1721410475392&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721410475392%26quantidadePaginas%3d1%26codigoRegistro%3d1721224%231721224&i=1;pt-BR;;infantojuvenil;66;;MONTEIRO, Fábio. Histórias sopradas em vento. São Paulo: Paulinas, 2018. ;https://m.media-amazon.com/images/I/71EF0XvH4qL._SY425_.jpg;Afro-brasileira
"""Vocês viram minha mãe?";;Georgina Martins;Camilo Martins;Identidade, mãe, infância;"Vocês viram a minha mãe é a pergunta que guia o menino que está à procura de sua mãe no meio de seus brinquedos. Na imaginação do menino, cada brinquedo ganha vida e responderá à sua pergunta de acordo com o seu papel, no conto de fada que participa: ""Lobo mau, você viu a minha mãe? Não, mas agora não posso te ajudar, estou indo procurar a Chapeuzinho. Carro de bombeiro, você viu a minha mãe? Agora não posso responder, estou indo apagar um incêndio na casinha de boneca..."". A narrativa cheia de encanto e criatividade caracteriza-se como um dialogismo com os personagens de outros clássicos infantis, ajudando a criança a conhecer ou recordar outras histórias de forma lúdica e divertida. O ilustrador Camilo Martins dá uma tonalidade especial de cores e sensibilidade a essa narrativa contada por sua mãe, a autora Georgina Martins. Esse livro é voltado para as crianças que na hora de brincar viajam no mundo da imaginação, mas quando voltam para o mundo real encontram o amor concreto de suas vidas, neste caso, a mãe";;Saberes e Letras;1ª;2022;Físico;;https://www.paulinas.com.br/produto/voces-viram-a-minha-mae-9521;pt-BR;;infantil;24;;MARTINS, Georgina. Vocês viram minha mãe? São Paulo: Saberes e Letras,2022.;https://checkout.paulinas.com.br/resizer/view/205/240/true/false/3351.jpg;Afro-brasileira
"""Palmares: a luta pela liberadade""";;Eduardo Ventillo;Não consta;Identidade, relações étnico-raciais, ancestralidade africana, Palmares, quilombo;A história dos quilombos registra diversos episódios de coragem e ousadia dos negros na luta por sua dignidade e liberdade. Zumbi dos Palmares é uma das mais marcantes referências desse percurso. O que o livro traz surpreende-nos com a dinamicidade da linguagem dos quadrinhos. Possibilita-nos, entre outras coisas, aprender mais sobre o Nordeste brasileiro e suas características geográficas.;;Cortez;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/257766?guid=1721411376668&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721411376668%26quantidadePaginas%3d1%26codigoRegistro%3d257766%23257766&i=2;pt-BR;;infantil;35;;VETILLO, Eduardo. Palmares: a luta pela liberdade. São Paulo: Cortez, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/257766;Afro-brasileira
"""Na ponta de meus dedos""";;Júlio Emilio Braz;Rogério Soud;Identidade, relações étnico-raciais, escola;O protagonista deste livro se envolve em aventura mundo afora, buscando algo grandioso, quando sua verdadeira felicidade estava ao alcance de seus dedos. Algo bem comum a muitos de nós. Bem ao alcance da ponta de nossos dedos, podemos sentir a alegria maior com nossos pais, amigos, familiares, em situações do cotidiano, na escola, em casa, no trabalho.;;Saberes e Letras;1ª;2023;Físico;;https://www.paulinas.com.br/produto/na-ponta-de-meus-dedos-9688;pt-BR;;infantojuvenil;56;;BRAZ, Júlio Emílio. Na ponta de meus dedos.São Paulo: Saberes e Letras, 2023.;https://checkout.paulinas.com.br/resizer/view/410/410/true/false/3591.jpg;Afro-brasileira
"""A menina que bordava bilhetes""";;Lenice Gomes ;Ellen Pestili;Identidade, relações étnico-raciais, Poesia, bordados, bilhetes;Num parque de diversão, Margarida, uma menina bordadeira, oferece às pessoas do vilarejo bilhetes bordados. Cada mensagem é aquilo que cada um traz dentro de si mesmo. A autora brinca e brinda o leitor com um texto extremamente lírico. Num ambiente de tanta alegria, fica-se tonto de tanta poesia. “Assim acontece / Quando a fantasia bate à porta / Tomando conta de nós.”;;Cortez;1ª;2008;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/215747?guid=1721764697470&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721764697470%26quantidadePaginas%3d1%26codigoRegistro%3d215747%23215747&i=1;pt-BR;;infantojuvenil;31;;Gomes, Lenice. A menina que bordava bilhetes. São Paulo: Cortez, 2008.;https://acervo.bn.gov.br/sophia_web/capa/capa/215747;Afro-brasileira
"""O comedor de nuvens""";;Heloísa Pires Lima;Suppa;Povo achânti, ancestralidade africana, culturas afro-brasileiras;No reino dos achântis ninguém passava fome, porque havia abundância de alimento: eles comiam nuvens, que naqueles tempos ficavam bem pertinho do chão. Certa vez, apareceu um comilão no reino que temperava aquele alimento e devorava, sem ao menos apreciar o sabor. As nuvens ficaram esquisitas e começaram a chorar. Choraram ininterruptamente que tudo foi inundado, afastando o Céu e as nuvens da Terra. Com poesia e sonoridade, Heloísa Pires Lima constrói uma narrativa que nos lembra o episódio do dilúvio na Bíblia, ao mesmo tempo em que nos faz conhecer o jeito que o povo achânti explica a distância entre Céu e Terra.;Série: árvore falante;Paulinas ;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/245026?guid=1721766797898&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721766797898%26quantidadePaginas%3d1%26codigoRegistro%3d245026%23245026&i=1;pt-BR;;infantojuvenil;24;;LIMA, Heloisa Pires. O comedor de nuves. São Paulo: Paulinas, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/245026;Afro-brasileira
"""Meu nome é Raquel Trindade, mas pode me chamar de Rainha Kambinda""";;Sonia Rosa ;Barbara Quintino;Rainha Kambinda, ancestralidade africana;Essa é a história de uma verdadeira heroína negra. Ativista cultural, artista plástica, dançarina, coreógrafa e ensaísta, fundou em 1975 o Teatro Popular Solano Trindade, em Embu das Artes, tornando-se expoente na preservação e na promoção da cultura negra e popular.;;Zahar;1ª;2023;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1855456?guid=1721768423506&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721768423506%26quantidadePaginas%3d1%26codigoRegistro%3d1855456%231855456&i=1;pt-BR;;infantojuvenil;31;;ROSA, Sonia. Meu nome é Raquel Trindade, mas pode me chamar de Rainha Kambinda. Rio de Janeiro: Pequena Zahar, 2023.;https://m.media-amazon.com/images/I/91Xld5tM2RL._SY425_.jpg;Afro-brasileira
"""Kiese História de um africano no Brasil""";;Ricardo Dreguer;Bruna Assis Brasil;"Culturas afro-brasileiras, ancestralidade africana, história da escravidão
";O livro narra a trajetória de Kiese, um menino que foi capturado ainda na infância em sua aldeia, na África, e trazido para o Brasil para ser escravizado. É também a história de muitos africanos que foram tirados de seu território, separados de seus familiares e amigos e trazidos para o Brasil ao longo do tempo que durou o regime escravista em nosso país. A história de Kiese é a história de um brasileiro que lutou para conquistar um lugar para ser feliz com sua família, seus amigos e sua gente. Sua história se confunde com a própria formação do Brasil.;"Prêmios:FNLIJ CATÁLOGO DE BOLOGNA 2016,ACERVO BÁSICO, 2016 – categoria informativo ,PRÊMIO JABUTI FINALISTA 2016 – CATEGORIA DIDÁTICO E PARADIDÁTICO.
 ";Moderna;1ª;2015;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1663525?guid=1721769489129&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721769489129%26quantidadePaginas%3d1%26codigoRegistro%3d1663525%231663525&i=1;pt-BR;;infantojuvenil;48;;DREGUER, Ricard. Kiese : história de um africano no Brasil. São Paulo: Moderna, 2015.;https://www.moderna.com.br/data/files/ED/F7/93/46/7586D4108D7766D438A808A8/Capa_Kiese_FINAL-1.jpg;Afro-brasileira
"""Uma história da cultura afro-brasileira""";;Walter Fraga,Wlamyra R. de Albuquerque;Mauricio Negro;Culturas afro-brasileiras, ancestralidade africana;Os povos africanos que foram escravizados no Brasil trouxeram um imenso repertório de saberes, de técnicas de cultivo, de criação de animais, de mineração, de construção de casas, de navegação, de religiosidade, de filosofia, de culturas musicais, de conhecimento sobre ervas medicinais, de tratamento curativo de doenças físicas e mentais, de dança, de divertimentos e culinária. A interação entre estes povos, vindos de diferentes regiões e grupos étnicos do continente africano, construiu ao longo de séculos um novo cenário cultural nas Américas. Ao mesmo tempo também estavam em curso interações, disputas e trocas entre tradições africanas, portuguesas e indígenas. O encontro, nem sempre amistoso, entre esses diferentes povos fez nascer uma cultura original e diversificada: a cultura afro-brasileira. Muito do que hoje nos define como brasileiros é fruto desta criação cultural, na qual os africanos e seus descendentes foram protagonistas importantes. É sobre a formação dessa cultura que falaremos neste livro.;Prêmio: Jabuti categoria didático e paradidático 2010;Moderna;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/251324?guid=1721775463133&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721775463133%26quantidadePaginas%3d2%26codigoRegistro%3d251324%23251324&i=43;pt-BR;;infantojuvenil;120;;FRAGA, Walter, ALBUQUERQUE, Wlamyra Ribeiro de. Uma história da cultura afro-brasileira. São Paulo: Moderna, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/251324;Afro-brasileira
"""O que há de África em nós""";;Walter Fraga,Wlamyra R. de Albuquerque;Pablo Mayer;Culturas afro-brasileiras, ancestralidade africana;O que há de África em nós é um livro de viagens. Os personagens atravessam o oceano Atlântico, visitam outros períodos históricos, embarcam em navios e chegam a lugares e situações diferentes. Cecília, Camila, Akin, Chico, Isabel e Alice são alguns dos viajantes a nos guiar nessa incrível história sobre a presença africana no Brasil.;;Moderna;1ª;2013;Físico;;https://www.moderna.com.br/literatura/livro/o-que-ha-de-africa-em-nos;pt-BR;;juvenil;80;;FRAGA, Walter, ALBUQUERQUE, Wlamyra Ribeiro de. O que há de África em nós. São Paulo: Moderna, 2013.;https://www.moderna.com.br/data/files/20/22/EE/E1/3C1FF310DC201FF328A8A8A8/africa.jpg;Afro-brasileira
"""Um grito de liberdade: A Saga de Zumbi dos Palmares""";;Álvaro Cardoso Gomes,Rafael Lopes de Sousa;Diego Sanchês;Zumbi dos Palmares, quilombo, história do Brasil, escravidão;Um jovem escravo, batizado como Francisco, vive em companhia de um padre que é seu protetor. Aprendeu a ler, a escrever e tem regalias que seus companheiros não têm. Mesmo assim, é um eterno descontente, porque almeja conquistar o bem que considera mais precioso – a liberdade. Isso faz com que ele fuja em busca do reino dos negros, em Palmares, que, sob o comando de Ganga-Zumba, acolhe negros fugidos. Perseguido como uma fera por caçadores de escravos, terá que mostrar toda sua coragem para conseguir o que deseja. Ao mesmo tempo, a história contempla também o drama da jovem Kênia, uma escrava recém-chegada da África e que se apaixonará por um forte guerreiro chamado Vemba. Contando com muita ação, lutas sangrentas, atos de heroísmo, a narrativa procura resgatar a saga de Palmares. No reino criado pelos negros, estes personagens farão de tudo para manter acesa a chama da liberdade.;Finalista prêmio Jabuti 2017, categoria juvenil;Moderna;1ª;2016;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1676988?guid=1721777054846&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1721777054846%26quantidadePaginas%3d1%26codigoRegistro%3d1676988%231676988&i=1;pt-BR;;infantojuvenil;144;;GOMES, Álvaro Cardoso, SOUSA, Rafael Lopes de. Um grito de liberdade: a saga de Zumbi dos Palmares. São Paulo: Moderna, 2016.;https://acervo.bn.gov.br/sophia_web/capa/capa/1676988;Afro-brasileira
