título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""O menino Nelson Mandela""";;Viviana Mazza;Maurício Negro, Paolo D' Altan ;Nelson Mandela,Biografia, Continente africano;A obra é uma biografia romanceada que aborda com leveza assuntos como opressão, racismo e segregação e narra a trajetória da figura mítica do primeiro presidente negro da África do Sul, entremeada pela visão de mundo do homem cuja luta pôs fim ao apartheid e devolveu a esperança e a liberdade a toda uma nação.;Premiações: FNLIJ 2018 - Categoria Tradução/Adaptação Informativo.;Melhoramentos;1ª;2017;Físico;9788506063323;O Menino Nelson Mandela | Amazon.com.br;pt-BR;;Juvenil;168;;MAZZA, Viviana. O menino Nelson Mandela.São Paulo: Melhoramentos, 2017.;https://m.media-amazon.com/images/I/91fu-InLLoS._SL1500_.jpg;africana
"""Que bicho passou aqui""";;Rogério Andrade Barbosa;Thais  Linhares ;Culturas africanas, África do Sul, savana africana;Bem-vindos ao Parque Nacional Kruger, um dos pontos turísticos mais visitados da África do Sul! Nesse livro, os irmãos gêmeos Tabo e Thabang protagonizam uma aventura repleta de conhecimento e de surpresas. Os pais deles são guardas florestais nesse famoso parque habitado por animais africanos diversos. Após aprender sobre as características desses bichos, eles se aventuram um dia com a mãe e tentam decifrar as pegadas impressas no chão;;Brasil ;1ª;2022;Físico;;https://www.editoradobrasil.net.br/que-bicho-passou-por-aqui/#:~:text=Bem%2Dvindos%20ao%20Parque%20Nacional,de%20conhecimento%20e%20de%20surpresas.;pt-BR;;Infantojuvenil ;44;;BARBOSA, Rogério Andrade. Que bicho passou aqui. São Paulo: Brasil, 2022.;https://www.editoradobrasil.net.br/wp-content/uploads/2022/07/QUE-BICHO-PASSOU-POR-AQUI_capa.jpg;africana
"""Olelê: Uma antiga cantiga da África""";;Fábio simões;Marilia Pirllo;Culturas africanas, Tradição bantu, Rio Cassai, República Democrática do Congo;A história por trás de uma tradicional cantiga infantil do povo que vive às margens do Rio Cassai, na República Democrática do Congo. A canção cita palavras de origem bantu introduzidas no Brasil na época da escravidão. Na época da cheia, quando as águas do Rio Cassai sobem, quem está nas áreas baixas precisa migrar para os lugares mais altos. É hora de cantar a música que vai dar coragem às crianças que terão que atravessar o rio.;;Melhoramentos;1ª;2015;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1651588?guid=1703443839777&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1703443839777%26quantidadePaginas%3d1%26codigoRegistro%3d1651588%231651588&i=22;pt-BR;;Infantojuvenil;29;;SIMÕES, Fábio. Olelê: uma antiga cantiga de Áfica. São Paulo : Melhoramentos, 2015.;https://m.media-amazon.com/images/I/41RRTPSvKYL._SY445_SX342_.jpg;africana
"""Akin: O Rei de Igbo""";;Marcos Cajé;Dom Lito;Culturas africanas, fábulas, religiões de matriz africana;O livro Akin: o rei de Igbo do escritor baiano Marcos Cajé fabula um reino africano anterior à colonização ocidental na Nigéria. O autor constrói uma narrativa itan, alicerçado nos ensinamentos dos mitos das religiões de matriz africana. Ele nos envolve com a jornada de aventura do personagem Akin, o pro- metido pelas profecias do oráculo a salvar o reino da tirania do rei déspota, Enitan, e da feiticeira Adanna;;Malê;1ª;2020;Físico;;https://www.editoramale.com.br/product-page/akin-o-rei-de-igbo;pt-BR;;Infantojuvenil;70;;"CAJÉ, Marcos. Akin: o rei de Igbo. Rio de Janeiro : Malê, 2020.

";https://static.wixstatic.com/media/0a154a_3ed3722df4564534b11270be7c45c357~mv2.jpg/v1/fill/w_500,h_750,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0a154a_3ed3722df4564534b11270be7c45c357~mv2.jpg;africana
"""Coisas Desalinhadas""";;Ondjaki;Alex Gozblau;Culturas africanas, sentimentos, infância;Coisas desalinhadas, coisas que a gente sente e não explica. Lágrimas de tristeza e lágrimas de alegria. Sentimentos confusos do que pode faltar de repente, da gaiola vazia, do aquário partido. Ver que sonhos falam a verdade como as sombras, nas sombras vemos quem está a chorar e quem pode sorrir. Coisas desalinhadas é o mundo acontecendo pelo olhar da pureza infantil, que registra de forma desalinhada (e até estranha) os sentimentos da vida, acontecendo aqui dentro e lá fora.;;Pallas;1ª;2023;Físico;;https://www.pallaseditora.com.br/produto/Coisas_desalinhadas/362/5/;pt-BR;;Infantojuvenil;48;;ONDJAKI. Coisas desalinhadas. Rio de Janeiro: Pallas, 2023.;https://www.pallaseditora.com.br/admin/_m2brupload/produtos/362/787_max.jpg;africana
"""Doze Brincadeiras indígenas e africanas""";;Rogério Andrade Barbosa, Yaguare Yamã;Laerte Silvino;Culturas africanas, culturas indígenas, brincadeiras, diversidade cultural;Nyan e Guaripé são melhores amigos, eles moram e estudam na cidade de São Paulo, mas são originários de lugares muito distantes. Nyan é uma menina sudanesa que veio como refugiada, junto de sua família, para o Brasil. Guaripé é um garoto indígena, da nação Maraguá, que tem sua origem no Amazonas. Juntos eles irão apresentar doze brincadeiras típicas de suas culturas para toda a turma. Junte-se a eles e venha se divertir e brincar!;Altamente recomendável pela FNLIJ – Categoria Informativo 2023;Melhoramentos;1ª;2022;Físico;;https://www.livrariadavila.com.br/12-brincadeiras-indigenas-e-africanas--da-etnia-maragua-e-de-povos-do-sudao-do-sul-807613/p;pt-BR;;Infantojuvenil;36;;BARBOSA,Rogério Andrade,YAMÃ,Yaguare.Doze Brincadeiras Indígenas e Africanas: Da etnia Maraguá e de povos do Sudão do Sul. São Paulo: Melhoramentos, 2022.;https://m.media-amazon.com/images/I/91nsbxyhnlL._SY425_.jpg;africana
"""Nzuá e o Arco-ires""";;Júlio D'Zambê e Débora D'Zambê ;Isabel de Paiva.;Culturas africanas, Angola, identidade;Esta obra fala sobre a construção de um mundo melhor, um mundo de paz. Na pele do personagem Nzuá, um menino africano nascido em Angola, seu autor, Júlio D’Zambê, convida o leitores a deixarem viver a criança que existe dentro de cada um e, assim, com a honestidade e a inocência que há na criança, estabelecerem relações uns com os outros. O diálogo entre o menino e o arco-íris ensina aos leitores o respeito ao outro, a percepção de limites e a solidariedade, que podem transformar o mundo.;;Global;3ª;2010;Físico;9788526014671;https://grupoeditorialglobal.com.br/catalogos/livro/?id=1489;pt-BR;;Infantojuvenil;16;;ZAMBÊ, Júlio D, ZAMBÊ, Débora D. Nzúa e o arco-íris.São Paulo: Global, 2010.;https://grupoeditorialglobal.com.br/capas/400/1489.jpg;africana
"""A África recontada para crianças""";;Avani Souza Silva;Lila Cruz;Culturas africanas, Diversidade, Países lusófonos, língua portuguesa;Com muita criatividade, este livro nos convida a uma viagem pelas histórias contadas nos países africanos onde também se fala português. Angola, Moçambique, Guiné- Bissau, Cabo Verde e São Tomé e Príncipe… Lá tem lobo, coelho, leão – e muitas outras aventuras. As histórias deste livro são, acima de tudo, bem humoradas. Atravessadas por adivinhas, músicas, descrições de gastronomia, vestimentas e tantos outros elementos que formam a cultura de um país. Um tributo à África, à língua portuguesa e aos contadores de histórias.;;Martin Claret Editora ;1ª;2020;Físico;;https://www.martinclaret.com.br/livro/africa-recontada-para-criancas/;pt-BR;;Infantojuvenil;120;;SILVA, Avin Souza. A África recontada para crianças. São Paulo: Martin Claret Editora, 2020.;https://www.martinclaret.com.br/wp-content/uploads/2020/02/AFRICA-capa-3D.jpg;africana
"""Contos das Terras da Rainha Sabá""";;Rogério Andrade Barbosa;Vanina Starkoff;Culturas africanas, Etiópia, histórias africanas; A Etiópia, nação localizada na costa leste do continente africano, é conhecida não só pela riqueza histórica e cultural, mas também por ser a terra da lendária Rainha de Sabá. Rogério Andrade Barbosa, especialista em história e literatura oral africanas, reconta neste livro histórias tradicionais etíopes, transmitidas por alunos de uma escola pública da moderna capital, Adis Abeba. As narrativas se passam em cidades e lugares que o autor conheceu em andanças e pesquisas pelo interior do país.;FNLIJ - Altamente recomendável, 2023 - Categoria Reconto;Moderna;1ª;2022;Físico;;https://www.moderna.com.br/literatura/livro/contos-das-terras-da-rainha-de-saba;pt-BR;;Infantojuvenil;56;;BARBOSA, Rogério de Andrade. Contos das Terras da Rainha Sabá. São Paulo:Moderna,2022. ;https://www.moderna.com.br/data/files/5B/A2/F9/14/C1A9F7100A9268F728A808A8/Capa_Contos_das_terras_da_rainha_de_saba_md.jpg;africana
"""Com os pés na África""";;Sergio Tuio Caldas ;Fefê Toquart;Culturas africanas, viagens, aventuras;Depois de ganhar o grande prêmio em um programa de quis da televisão, o jovem Tulio joga a mochila nas costas e parte para ver o mundo. O Primeiro destino é a África. Em uma terra desconhecida, ele passa por perrengues, faz descobertas, encara riscos e encontra pessoas com valores diferentes dos seus. Enquanto viaja, vai aprendendo sobre história, geografia, natureza e a cultura das regiões que visita.;2º Lugar – Categoria didática e Paradidático;Moderna;1ª;2016;Físico;;https://www.moderna.com.br/literatura/livro/com-os-pes-na-africa;pt-BR;;Juvenil;104;;CALDAS, Sergio. Com os pés na África. São Paulo: Moderna, 2016.;https://www.moderna.com.br/data/files/D5/E2/EE/54/217675103B80A57528A808A8/comospesnaafrica_md.jpg;africana
"""O Menino Negro""";;Camara Laye, Tradução, Rosa Freire Aguiar;;Culturas africanas, República da Guiné, infância;"Aos vinte e cinco anos, o ""menino negro"" descreve sua infância, adolescência e o começo da vida adulta na República da Guiné, na África. Os tempos que passava na oficina de seu pai, as brincadeiras, a experiência da circuncisão, as danças com a amada Marie e muitas outras vivências, todas relatadas com uma calma, serenidade e alegria singulares.";;Seguinte;1ª;2013;Físico;9788565765077;https://www.companhiadasletras.com.br/livro/9788565765077/o-menino-negro;pt-BR;;;160;;LAYE,Camara.O menino negro. São Paulo: Seguinte,2013.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788565765077/o-menino-negro.jpg;africana
"""O Voo do Golfinho""";;Ondjaki;Danuta Wojciechotwska;Coragem, Imaginação, Liberdade;E se todos tivéssemos o dom de mudar de corpo ao longo da vida? E se voar fosse mesmo possível para todos os que sempre desejaram ter asas? Esta é a história de um golfinho que queria ser passarinho e que um dia ousou dar um salto a mais.O voo do golfinho é uma história sobre o desejo de liberdade presente em todos aqueles que são capazes de sonhar - sejam eles plantas, homens ou animais.;;Companhia das letrinhas;1ª;2012;Físico;;https://www.companhiadasletras.com.br/livro/9788574065410/o-voo-do-golfinho;pt-BR;;Infantojuvenil;não consta;;ONDKAKI. O voo do Golfinho.São Paulo : Companhia das Letrinhas, 2012.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574065410/o-voo-do-golfinho.jpg;africana
"""Akua'ba""";;Juliana Correia;Daniele Akili;Culturas africanas, tradição oral, Povo Ashanti, lendas africanas;"Baseado na tradição oral Ashanti, Akua'ba conta a história de uma mulher que, com dificuldades para engravidar, recorre aos encantos e saberes ancestrais de seu povo para realizar o desejo de ser mãe.""Juliana Correia nos leva à África dos povos axantes (ashanti), no oeste africano e o faz com a sutileza, a poesia e a filosofia dos adinkra, símbolos gráficos nascidos do saber daquele povo, um dos formadores da afrobrasilidade. Dirigido ao público infantojuvenil, Akua’ba vai bem mais longe, porque, com sutileza, beleza e poesia cumpre o papel de demonstrar a grandeza da alma africana, expressa em todos os campos artísticos e das ciências humanas.""
Nei Lopes";;Oriki;1ª;2022;Físico;9786588649060;https://www.oriki.com.br/product-page/akua-ba;pt-BR;;Infantojuvenil;24;;CORREIA, Juliana. Akuaba. Rio de Janeiro: Oriki, 2022.;https://static.wixstatic.com/media/999a3d_f502c0d370ef4606ad06e4e971394c7b~mv2.png/v1/fill/w_500,h_667,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/999a3d_f502c0d370ef4606ad06e4e971394c7b~mv2.png;africana
"""Bebel África""";;Muriel Bloch e Nei Lopes, Tradução. Ana Carolina de Freitas e Magali Attiogbé;;Culturas africanas, Fábulas, Mitos, Angola, Moçambique;Um verdadeiro retorno às origens da humanidade Livro reúne fábulas africanas e edição brasileira conta com duas histórias exclusivas, sobre Angola e Moçambique, recontadas por Nei Lopes Era uma vez uma árvore de bolinhos, uma cabra rebelde, os amores de uma amazona e de um deus píton, uma jovem guerreira em busca de seu pai, um louco que se casou com uma princesa... Desde que o ser humano habita a Terra ele se reúne em torno da fogueira para contar seus mitos e fábulas. De Madagascar ao Senegal, do Mali à África do Sul, de ontem até hoje, fantasia e realidade se misturam. Cada contador apresenta um relato à sua maneira, todos vindos da África, o continente que é mãe de todas as histórias. Verdadeira sabedoria popular e ancestral, muitas delas falam sobre o tempo em que meninos estavam destinados à guerra e meninas ao casamento, mas que podem transformar para sempre a própria vida e a de sua comunidade por meio de virtudes como astúcia e coragem. A edição brasileira contém duas histórias exclusivas sobre Angola e Moçambique, dois territórios que tanto falam à ancestralidade brasileira, recontados por Nei Lopes, um dos maiores especialistas em africanidades no Brasil. Babel África é a tradição dos antigos e o encanto das crianças, um verdadeiro retorno às origens da humanidade. Entre nessa roda de histórias, e que as mais diferentes línguas dessa Babel se apresentem e façam a palavra prevalecer.;;Globinho;1ª;2022;Físico;;https://www.livrariadavila.com.br/babel-africa-810772/p;pt-BR;;infantojuvenil ;112;;BLOCH, Muriel, LOPES,Ney. Bebel África.São Paulo: Globinho,2022.;https://m.media-amazon.com/images/I/91RwlzZScfL._SL1500_.jpg;africana
"""O Vestido de Afíya""";;James Berry, Tradução de Marcos Marcionilo ;Anna Cunha;Culturas africanas, ancestralidade, Infância;O vestido da menina grava as memórias de seus dias, de rosas em cachos a pombas em revoada, de tigres no zoo a folhas cadentes do outono. Uma celebração da infância escrita pelo poeta jamaicano James Berry e ilustrada pela artista brasileira Anna Cunha.;;Olho de Vidro ;1ª;2022;Físico;9786589562085;https://edicoesolhodevidro.com.br/livros/o-vestido-de-afiya/;pt-BR;;Infantojuvenil ;28;;BERRY, James. O Vestido de Afiya. Curitiba: Olho de Vidro, 2022.;https://edicoesolhodevidro.com.br/wp-content/uploads/2022/10/O_vestido_de_Afiya-capa.jpg;africana
"""O Amuleto Perdido e Outras Lendas Africanas""";;Magdalene Sacraine, Tradução de Luciano Machado e Elisa Zanetti;Sarah Bramley ;Culturas africanas,Contos populares africanos, Sudão, Camarões;Saiba como a sabedoria se espalhou pelo mundo e como a lebre ficou com o lábio partido. Emocione-se com a história de Ntagi, que perdeu seu precioso amuleto no fundo do mar, com o caso do jovem que queria se casar com a filha do Senhor da Chuva e com as proezas da encantadora Ten para conquistar o reino de Samanyana Basi. Esta inédita coletânea apresenta 39 contos populares de diversas tradições africanas, desde as planícies agrestes do Sudão até uma pequena aldeia em Camarões. Histórias que retratam a cultura e a sabedoria desses povos.;;Pand Book;2ª;2021;Físico;9788578880484;https://www.pandabooks.com.br/panda-books/infantil/o-amuleto-perdido-e-outras-lendas-africanas-2a-edicao;pt-BR;;Juvenil;96;;SACRAINE, Magdalene.O Amuleto Perdido e Outras Lendas Africanas. São Paulo: Panda Books, 2010.;https://acervo.bn.gov.br/sophia_web/capa/capa/275820;africana
"""Bia na África""";;Ricardo Dreguer;Avelino Guedes, Rogério Borges;Culturas africanas, viagens, influências culturais ;Bia é filha de uma diplomata e viaja com a mãe por diferentes partes do mundo. Nessas viagens ela conhece muitas das influências que outros países trouxeram para o Brasil. Neste livro viaje com a Bia para a África. Conheça um pouco do Egito, Quênia, Mali, Congo, Zimbábue e Sudão. Depois, more com a Bia em Angola! Lá você encontrará muitas das raízes do Brasil e dos brasileiros. Boa viagem!;Coleção viagens da Bia;Moderna;1ª;2007;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/180065?guid=1707337510309&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1707337510309%26quantidadePaginas%3d1%26codigoRegistro%3d180065%23180065&i=3;pt-BR;;Infantojuvenil;47;;DREGUER, Ricardo. Bia na África. São Paulo: Moderna, 2007.;https://acervo.bn.gov.br/sophia_web/capa/capa/180065;africana
"""O Livro dos Jogos das Crianças Indigenas e Africanas""";;Carlos Seabra;Welliam Yukio.;;Nesse livro, o leitor vai conhecer a origem e a prática de jogos que resgatam a riqueza das culturas indígenas e africanas, matrizes fundamentais do que constitui o Brasil. Os povos indígenas brasileiros possuem várias brincadeiras, mas o único “jogo de tabuleiro” conhecido é o adugo ou jogo da onça, que apresentamos aqui para o leitor. Já os povos africanos possuem jogos com centenas e até milhares de anos, sendo os mais conhecidos os mancalas, chamados de “xadrez africano”, dos quais escolhemos 4 variedades. Todos esses jogos permitem exercer o raciocínio lógico e estratégico, além de serem bem divertidos e resgatarem nossas raízes.;;Estrela Cultural;1ª;2019;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1740406?guid=1707338804257&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1707338804257%26quantidadePaginas%3d1%26codigoRegistro%3d1740406%231740406&i=1;pt-BR;;Infantojuvenil;32;;SEABRA, Carlos.O Livro dos Jogos das Crianças Indigenas e Africanas. Itapira, SP : Estrela Cultural, 2019.;https://m.media-amazon.com/images/I/71my6B771tL._SL1000_.jpg;africana
