título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
""" Kanova e o segredo da caveira""";;Pedro Pereira Lopes;Walter Zand;"Tradição oral moçambicana; Contos de Moçambique";Kanova e o segredo da caveira, com texto de Pedro Pereira Lopes e ilustrações de Walter Zand, é o quinto volume da série “Contos de Moçambique”. Nele, o mambo de Mopeia não está contente com as coroas em seu guarda-roupa! Ele envia meninos do reino para encontrar materiais para uma nova coroa. Um deles é Kanova, que, com a ajuda de uma caveira falante, passa por aventuras na busca de materiais dignos de uma coroa real. Walter Zand, artista moçambicano, ilustra essa narrativa misteriosa com pintura digital.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;978-85-68846-26-1;Kanova e o segredo da caveira – v. 5 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32p;;LOPES, Pedro Pereira. Kanova e o segredo da caveira. São Paulo:Kapulana, 2017.;https://m.media-amazon.com/images/I/81RIsDxos4L._SL1108_.jpg;africana
"""Wazi""";;Rogério Manjate;Celestino Mudaulane;"Contos de Moçambique; Tradições do clã; fábulas";Wazi, com texto de Rogério Manjate e ilustrações de Celestino Mudaulane, é o sexto volume dos “Contos de Moçambique”. O velho caçador Jhapondo ensina seu neto Wazi a caçar para manter as tradições do clã, mas apresenta uma regra misteriosa. Após a morte do avô, há uma reviravolta da vida de Wazi, que passa a entender a língua dos animais e a viver incríveis aventuras com seu cão Paciência. Celestino Mudaulane, artista moçambicano, ilustra essa narrativa com a nanquim sobre papel.;Série: Contos de Moçambique;Kapulana;1ª;2017;Físico;978-85-68846-31-5;Wazi – v. 6 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;48p;;MANJATE, Rogério. Wazi. São Paulo: Kapulana, 2017.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-11-22_wazi.png;africana
""" Na aldeia dos crocodilos""";;Adelino Timóteo;Silva Dunduro;"Contos de Moçambique; Ubuntus; tradição oral";Na aldeia dos crocodilos, com texto de Adelino Timóteo e ilustrações de Silva Dunduro, é o oitavo volume da série “Contos de Moçambique”.  A aldeia dos Crocodilos fica na beira do rio, numa terra fértil onde tudo que é semeado, cresce. Lá vivem Mandoguinhas e seu avô Boaventura, que conta ao neto que os crocodilos que ficam na beira das águas não são animais, mas, sim, ubuntus – gente. O menino acha que o avô Boa estava alucinando devido à velhice, porém, quando ele desaparece no rio, Mandoguinhas tem que desvendar o mistério dos crocodilos.;"Altamente Recomendável FNLIJ 2019 – Produção 2018
(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique";Kapulana;1ª;2018;Físico;978-85-68846-33-9;Na aldeia dos crocodilos – v. 7 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;48p;;TIMÓTEO, Aldelino. Na aldeia do Crocodilo. São Paulo: Kapulana, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846339_capa_selo-FNLIJ-416x415.jpg;africana
"""O caçador de ossos""";;Carlos dos Santos;Emanuel Lipanga;"Contos de Moçambique; Mistérios; Esculturas; Caçadas";"O caçador de ossos , com texto de Carlos dos Santos e reprodução das esculturas de Emanuel Lipanga, é o oitavo volume da série “Contos de Moçambique”. Sinaportar era um grande caçador, reconhecido em sua Aldeia e arredores. Porém, tinha também fama de egoísta, solitário, pois se negava a caçar em grupo; ia sempre à caça sozinho, acompanhado apenas dos cachorros que havia herdado do pai, um lendário caçador. O que ninguém sabe é que Sinaportar não é um grande caçador, dependendo totalmente dos cães para abater qualquer animal. Um dia, inesperadamente, os cães passam a se negar a caçar. Agora, Sinaportar deverá resolver esse problema antes que o seu segredo seja revelado.";Altamente Recomendável FNLIJ 2019 – Produção 2018 (Categoria: Literatura em Língua Portuguesa). Série Contos de Moçambique;Kapulana;1ª;2018;Físico;978-85-68846-34-6;O caçador de ossos – v. 8 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;32p;;SANTOS, Carlos. O caçador de ossos. São Paulo:Kapulanas, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846346_capa_selo-FNLIJ.jpg;africana
""" Leona, a filha do silêncio""";;Marcelo Panguana;Luís Cardoso;"Contos de Moçambique; Continente africano;  Tristeza; Esperança";Leona, a filha do silêncio, com texto de Marcelo Panguana e ilustrações de Luís Cardoso, é o nono volume da série “Contos de Moçambique”. Em um lugar de mil encantos, vivem o Leão e a Leoa e sua filha, Leona. Leona é muito bela e encanta a todos que enxergam sua beleza, mas é muito triste e há muito tempo que não fala nada, nem ri. Um dia, seus pais viajam para um reino distante e, ao retornarem, trazem um vestido de noiva e decretam que aquele que conseguisse fazer Leona falar, a levaria ao altar. O que ninguém sabe é que Leona já está apaixonada e espera a volta do seu amado. Será que algum dia seu amor vai retornar e ela vai voltar a falar e a rir?;Altamente Recomendável FNLIJ 2019 – Produção 2018(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique;Kapulana;1ª;2018;Físico;978-85-68846-38-4;Leona, a filha do silêncio – v. 9 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28p;;PANGUANA, Marcelo. Leona,a filha so silêncio. São Paulo:Kapulana, 2018.;https://www.kapulana.com.br/wp-content/uploads/2019/04/9788568846384_LEONA_capa_selo-FNLIJ-416x415.jpg;africana
""" O pátio das sombras""";;Mia Couto;Malangatana;"Contos de Moçambique; tradição oral; sabedoria ancestral";O pátio das sombras, de Mia Couto, com ilustrações de Malangatana, é o décimo volume da série “Contos de Moçambique”. Um menino vive com a família em uma aldeia. Um dia, a avó se nega a ir até a plantação, pois diz estar cansada. Durante o trabalho, a família escuta ruídos de festa vindos da aldeia, e todos se perguntam se a avó tinha visitantes. O menino vai checar, mas encontra a avó sozinha. O acontecimento se repete, deixando o menino cada vez mais confuso, até que a avó lhe dá explicações ensinando-lhe uma linda lição sobre a vida e a morte.;Vencedor do Prêmio FNLIJ 2019 – Produção 2018(Categoria: Literatura em Língua Portuguesa). Série: Contos de Moçambique;Kapulana;1ª;2018;Físico;978-85-68846-43-8;O pátio das sombras – v. 10 – Contos de Moçambique – Kapulana;pt-BR;;Infantojuvenil;28p;;COUTO, MIA. O pátio das sombras. São Paulo:Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2019/06/KAPULANA_PATIO-DAS-SOMBRAS_capa_selo-FNLIJ.png;africana
""" O jovem caçador e a velha dentuça""";;Lucílio Manjate;Brunna Mancuso;"Contos de Moçambique; Magia; Guardiã da floresta";Lucílio Manjate, escritor moçambicano, nos presenteia com uma surpreendente história que lhe foi contada por sua mãe quando ele era criança: O jovem caçador e a velha dentuça, da série “Vozes da África”. Nesse conto africano, o jovem caçador enfrenta uma forte adversária, detentora de poderes mágicos: a velha dentuça, guardiã da floresta! Para enfrentá-la, o jovem conta com a ajuda de três cães fiéis: Dumba, Luma e Kula. O livro foi ilustrado pela brasileira Brunna Mancuso, com desenhos coloridos e chamativos.;;Kapulana;1ª;2016;Físico;978-85-68846-16-2;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1640487?guid=1717374043131&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1717374043131%26quantidadePaginas%3d1%26codigoRegistro%3d1640487%231640487&i=1;pt-BR;;Infantojuvenil;32p;;MANJATE, Lucílio. O jovem caçador e a velha dentuça. São Paulo: Kapulana, 2016.;https://www.kapulana.com.br/wp-content/uploads/2017/11/2017-08-10_jovem-cacador.png;africana
"""Iteru: era uma vez as crinanças  do Nilo""";;Biyong Djehuty;;"Rio Nilo; tradição oral; sabedoria ancestral; história da humanidade; Quadrinhos";Na história em quadrinhos do escritor camaronês, Biyong Djehuty, um avô africano conta para os seus netos a História da África.;;Malê;1ª;2023;Físico;978-65-87746-76-0;Iteru: era uma vez as crianças do Nilo - Biyong Djehuty | male (editoramale.com.br);pt-BR;;Infantojuvenil;48p;;DJEHUTY, Biyong. Iteru: era uma vez as crianças  do Nilo. Rio de Janeiro: Malê, 2023.;https://static.wixstatic.com/media/0a154a_acccefde5c9343b0ade7740c7f30c05e~mv2.jpg/v1/fill/w_500,h_667,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_acccefde5c9343b0ade7740c7f30c05e~mv2.jpg;africana
"""Como o criador fez surgir o homem na terra: e outras histórias da tradição Zulu""";;"Débora D'Zambê;Júlio D'Zambê";Maurício Veneza;"Tradição Zulu; Lendas africanas; Mistérios e fantasias";Mistério e fantasia compõem as lendas da tradição Zulu narradas neste livro. As histórias,despertam a imaginação e a sensibilidade da criança para a relação do homem com a natureza. O traço e as cores das ilustrações conferem grande expressividade às narrativas sul-africanas.;Série: Lendas do mundo;Mundo Mirim;1ª;2009;Físico;9788561730406;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;28p;;"D'ZAMBÊ,Júlio; D'ZAMBÊ, Débora. Como o criador fez surgir o homem na terra: e outras histórias da tradição Zulu. São Paulo: Mundo Mirim, 2009.";https://m.media-amazon.com/images/I/51OKIfvHjbL.jpg;africana
"""O leão Kandinga""";;Boniface Ofogo, Elisa Arguilé;;"Continente africano; Tradição oral";A história de Kandinga guarda a sabedoria dos povos africanos, sua milenar tradição oral e a riqueza de sua cultura. Um relato que convida o leitor a uma viagem imaginária até as encantadoras savanas para conhecer seus habitantes: crocodilos, elefantes… e, exercendo sua hegemonia sobre todos eles, o leão.;;Kalandraka;1ª;2010;Físico;9788563556004;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;30p;;"OFOGO, Boniface; ARGUILÈ, Elisa.O leão Kandinga.São Paulo:Kalandraka, 2010.";https://m.media-amazon.com/images/I/81VC+AABNDL._SL1500_.jpg;africana
"""O tambor africano e outros contos africanos de lingua portuguesa""";;Susana Ventura;;"Instrumento musical; tambor; Fábulas  africanas; países lusófonos";O leitor reconhecerá em “O Tambor Africano e Outros Contos dos Países Africanos de Língua Portuguesa” as tradicionais histórias de animais características do continente africano. Além disso, terá a oportunidade de conhecer príncipes, princesas, curandeiros e juízes que, no contexto dos países africanos de língua portuguesa, protagonizam algumas das emocionantes histórias deste livro. Contos filosóficos, histórias sobre a formação da terra e sobre os anos de dificuldades em que a seca e a fome afetaram a vida das populações africanas e contos de esperteza completam esse panorama literário dos povos de Angola, Cabo Verde, Guiné-Bissau, Moçambique e São Tomé e Príncipe.;;Volta e meia;2ª;2013;Físico;9788565746274;Tambor africano e outros contos africanos (O) - Editora Nova Alexandria;pt-BR;;Juvenil;92p;;VENTURA, Suzana. O tambor africano e outros contos africanos de lingua portuguesa. São Paulo: Volta e Meia, 2013.;https://m.media-amazon.com/images/I/91-OJL4C+BL._SL1500_.jpg;africana
"""A princesa e a ervilha""";;Rachel Isadora;"Rachel Isadora;  Tradução de Thaisa Burani";"Contos africanos; Fauna e Flora; culturas africanas";Durante dez anos, a escritora e ilustradora Rachel Isadora percorreu vários países da África, inspirando-se para adaptar contos de fadas, como esta clássica história de Hans Christian Andersen. Suas primorosas ilustrações levam os leitores até as belas paisagens africanas, onde uma pequenina ervilha será capaz de mudar destinos.;;Farol Literário;1ª;2010;Físico;9788562525599.;A princesa e a ervilha | Amazon.com.br;pt-BR;;Infantojuvenil;32p;;ISADORA, Rachel. A princesa e a ervilha. São Paulo: Farol, 2010.;https://m.media-amazon.com/images/I/81icTxql68L._SL1500_.jpg;africana
"""O homem que não podia olhar para trás""";;Nelson Saúte;;"Contos populares de  Moçambique; Continente africano";Neste conto infanto-juvenil, Nelson Saúte, jovem e talentoso autor moçambicano, inspirou- se na história “O homem chamado Namarasotha”, contado Elisa Fuchs por César Intupa, e inserido no livro Contos populares moçambicanos. Ilustrado por Roberto Chichorro, artista plástico moçambicano, a narrativa retrata a peregrinação de Abdala Mussa pelas terras da África.;Série: Mama África;Lingua Geral;1ª;2006;Físico;978-8560160044;O homem que não podia olhar para trás – ALB – Associação de Leitura do Brasil;pt-BR;;Infantojuvenil;30p;;SAÚTE, Nelson. O homem que não podia olhar para trás. Rio de Janeiro: Língua Geral, 2006.;https://m.media-amazon.com/images/I/81o4gwcCbBL._SL1500_.jpg;africana
""" Sonho da Lua""";;Sílvia Bragança;Amanda de Azevedo;"Poemas infantis; Continente africano";A autora, com vasta e profunda vivência em Moçambique, nos apresenta uma preciosa obra composta por dez poemas infantis sobre o universo. São poemas que podem ser cantados, sobre a lua, o vento, a chuva, o elefante, a aranha, as flores e outros elementos da natureza.;;Kapulana;1ª;2015;Físico;978-8568846056;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;27p;;BRAGANÇA, Sílvia. Sonho da Lua. São Paulo: Kapulana, 2015.;https://m.media-amazon.com/images/I/81I9v-m42hL._SL1297_.jpg;africana
"""Os olhos grandes da menina pequenina""";;Ondjaki;Carla Dias;"Literatura angolana; Infância; Sentimentos";Era uma vez uma menina muito, muito pequenina, que tinha olhos enormes e muito bonitos… mas que não sabiam chorar. Um passeio pelas emoções infantis, da tristeza ao deslumbramento, em palavras do escritor angolano Ondjaki e da artista gráfica moçambicana Carla Dias.;;Mima;1ª;2023;Físico;978-6598064815;Os olhos grandes da menina pequenina | Amazon.com.br;pt-BR;;Infantojuvenil;48p;;ONDJAKI. Os olhos grandes da menina pequenina. Rio de Janeiro: Mima, 2023.;https://m.media-amazon.com/images/I/61jdmk7mpRL.jpg;africana
"""O menino que descobriu o vento""";;"William Kamkwamba;Bryan Mealer";Tradução de Marcia de Almeida;"Continente africano; Poder da leituras; Eletricidade";Quando uma terrível seca atingiu o pequeno vilarejo onde William Kamkwamba vivia, noMalaui, sua família perdeu todas as safras da estação, ficando sem ter o que comer ou vender, impossibilitando também a continuidade dos estudos de William. Assim, o garoto começou a explorar os livros de ciências na biblioteca de sua aldeia e foi lá que teve uma ideia que mudaria a vida de sua família para sempre: construir um moinho de vento.Construída com ferro-velho e peças usadas de bicicleta, a incrível criação de William levou eletricidade para casa, o que ajudou a família a bombear a água de que precisavam para cultivar a terra.;;Objetiva;1ª;2011;Físico;978-6555526240;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Juvenil;287p;;"KAMKWAMBA, William; MEALER Bryan. O menino que descobriu o vento. Rio de Janeiro: Objetiva, 2011.";https://m.media-amazon.com/images/I/710j0HLuwuL._SL1000_.jpg;africana
"""Um safari na Tanzânia""";;Laurie Krebs;"Julia Cairns; tradução de  Cláudia Ribeiro Mesquita e Heitor Ferraz Mello";"Savana africana; Etnia Mssai; Língua swahili; Culturas africanas";Na Tanzânia, em plena savana africana, crianças da etnia Mssai, guiadas por um adulto, observam os animais que passam e aprendem a contar de 1 a 10 em swahili, uma das principais línguas da costa leste da África. O anexo do final do livro mostra a vida cotidiana e os costumes desse povo.;;SM;1ª;2007;Físico;978-8576751687;Um Safari na Tanzânia | Amazon.com.br;pt-BR;;Infantojuvenil;32p;;KREBS, Laurie. Um safari na Tanzânia. São Paulo: Edições SM, 2007.;https://m.media-amazon.com/images/I/71fKvgRKZpL._SL1303_.jpg;africana
"""Não derrame o leite""";; Stephen Davies;"Christopher Corr; tradução de Helena Carone";"Culturas africanas; Dunas africanas";Uma história que desperta valores como autonomia, senso de responsabilidade e a importância de se fazer algo com amor Caminhando pelas dunas africanas, atravessando o rio escuro e largo, e subindo a montanha muito, muito alta, Penda leva uma tigela de leite para o pai nas pastagens. Mas ela conseguirá chegar sem derramar uma única gota? Com textos ritmados, ênfase na repetição de palavras-chave e cores vibrantes, esse livro é também uma bela introdução para os pequenos a uma cultura diferente.;;Pequena Zahar;1ª;2015;Físico;978-8566642353;Terminal - Sophia Biblioteca Web (bn.gov.br);pt-BR;;Infantojuvenil;29p;;DAVIES,Stephen. Não derrame o leite. Rio de Janeiro: Pequena Zahar, 2015.;https://m.media-amazon.com/images/I/91L4Bam8zLL._SL1500_.jpg;africana
